!  STARS, BROWN DWARFS, AND GAS GIANT PLANETS COLORS
!  
!  E(B-V) =     0.000
!     A_V =     0.000
!
!  "MAGNITUDES" m AT THE STELLAR SURFACE
!  (distance modulus factor not included)
!
!  ABSOLUTE MAGNITUDES: M_m = m - 5logR(pc) + 5
!
! Type of calibration used: AB
!
! Unless mentioned otherwise below, we calculate:
! Pogson magnitudes resulting from photon count integration (caracteristic of CCDs)
!
! Note that absolute magnitudes are calculated from the model atmosphere fluxes as Pogson magnitudes, while observed SDSS photometry is provided as Asinh magnitudes.
! To obtain apparent magnitudes at a distance from the isochrones, the absolute magnitudes have to be converted to flux ratios,
! scaled to the distance and converted back as Asinh magnitudes, e.g. for a distance modulus D= 0.2 log10(d/10 pc) compute f/f0= 10**(-0.4*(M+D))
! m= -2.5/ln(10) * [asinh([f/f0]/[2b]) + ln(b)] where b is the appropriate asinh softening parameter (cf. table at
! http://www.sdss.org/dr12/algorithms/magnitudes/#asinh), i.e.
! b(u)= 1.4e-10, b(g)= 0.9e-10, b(r)= 1.2e-10, b(i)= 1.8e-10, b(z)= 7.4e-10
!
!  SDSS with airmass=1.3 filter system (Doi et al. 2010) filter system
!
!        Teff    Logg   [M/H]   [a/H]             u           g           r           i           z          u1          u2          u3          u4          u5          u6          g1          g2          g3          g4          g5          g6          r1          r2          r3          r4          r5          r6          i1          i2          i3          i4          i5          i6          z1          z2          z3          z4          z5          z6
      1750.00    5.00    0.00    0.00       -21.754     -24.732     -27.837     -29.962     -31.763     -21.803     -21.155     -22.057     -22.121     -21.714     -21.671     -24.734     -24.716     -24.734     -24.735     -24.737     -24.736     -27.864     -27.843     -27.813     -27.837     -27.831     -27.836     -29.971     -29.977     -29.977     -29.972     -29.974     -29.968     -31.742     -31.812     -31.772     -31.780     -31.742     -31.729
      1750.00    5.50    0.00    0.00       -21.527     -25.564     -28.106     -30.291     -32.465     -21.846     -20.844     -22.139     -22.160     -21.550     -21.453     -25.559     -25.547     -25.573     -25.570     -25.567     -25.568     -28.143     -28.113     -28.080     -28.105     -28.097     -28.104     -30.307     -30.309     -30.307     -30.303     -30.307     -30.300     -32.446     -32.511     -32.473     -32.482     -32.446     -32.435
      1800.00    2.50    0.00    0.00       -21.328     -23.296     -26.171     -28.576     -30.902     -20.992     -21.025     -21.133     -21.221     -21.387     -21.486     -23.299     -23.281     -23.296     -23.298     -23.302     -23.300     -26.186     -26.175     -26.151     -26.172     -26.168     -26.172     -28.577     -28.584     -28.582     -28.572     -28.580     -28.567     -30.876     -30.993     -30.921     -30.940     -30.867     -30.841
      1800.00    3.00    0.00    0.00       -21.113     -23.138     -26.139     -28.554     -30.828     -20.733     -20.865     -20.895     -20.989     -21.273     -21.394     -23.140     -23.121     -23.139     -23.140     -23.143     -23.142     -26.156     -26.144     -26.119     -26.140     -26.136     -26.140     -28.552     -28.560     -28.559     -28.550     -28.556     -28.545     -30.801     -30.915     -30.846     -30.862     -30.793     -30.769
      1800.00    3.50    0.00    0.00       -21.676     -23.515     -26.888     -29.238     -31.492     -21.265     -21.396     -21.450     -21.550     -21.848     -21.970     -23.518     -23.498     -23.515     -23.517     -23.521     -23.519     -26.906     -26.893     -26.868     -26.889     -26.885     -26.889     -29.238     -29.246     -29.245     -29.236     -29.241     -29.231     -31.467     -31.574     -31.509     -31.525     -31.459     -31.438
      1800.00    4.00    0.00    0.00       -22.049     -24.559     -27.705     -29.800     -31.840     -21.788     -21.636     -21.995     -22.077     -22.108     -22.160     -24.562     -24.542     -24.559     -24.561     -24.565     -24.563     -27.723     -27.709     -27.684     -27.706     -27.701     -27.705     -29.804     -29.811     -29.811     -29.803     -29.807     -29.798     -31.815     -31.911     -31.854     -31.867     -31.810     -31.791
      1800.00    4.50    0.00    0.00       -21.978     -24.632     -27.756     -29.849     -31.791     -21.794     -21.524     -22.012     -22.090     -22.011     -22.035     -24.634     -24.615     -24.632     -24.634     -24.638     -24.636     -27.776     -27.761     -27.735     -27.757     -27.753     -27.757     -29.854     -29.862     -29.862     -29.855     -29.857     -29.850     -31.767     -31.855     -31.803     -31.815     -31.764     -31.746
      1800.00    5.00    0.00    0.00       -21.958     -24.995     -28.019     -30.139     -32.029     -21.985     -21.372     -22.238     -22.302     -21.920     -21.883     -24.996     -24.978     -24.997     -24.998     -24.999     -24.999     -28.045     -28.025     -27.996     -28.019     -28.014     -28.019     -30.148     -30.155     -30.154     -30.149     -30.151     -30.144     -32.007     -32.083     -32.040     -32.049     -32.006     -31.992
      1800.00    5.50    0.00    0.00       -21.610     -25.654     -28.183     -30.385     -32.676     -21.922     -20.927     -22.214     -22.237     -21.631     -21.535     -25.649     -25.636     -25.663     -25.659     -25.656     -25.657     -28.219     -28.189     -28.157     -28.181     -28.174     -28.181     -30.401     -30.403     -30.401     -30.397     -30.401     -30.393     -32.655     -32.727     -32.684     -32.695     -32.654     -32.643
      1850.00    5.00    0.00    0.00       -21.966     -24.990     -28.032     -30.169     -32.188     -21.999     -21.358     -22.253     -22.319     -21.913     -21.867     -24.991     -24.973     -24.992     -24.993     -24.995     -24.994     -28.058     -28.038     -28.009     -28.032     -28.027     -28.032     -30.179     -30.186     -30.185     -30.179     -30.182     -30.175     -32.164     -32.248     -32.199     -32.209     -32.162     -32.146
      1850.00    5.50    0.00    0.00       -21.725     -25.893     -28.323     -30.547     -32.898     -22.059     -21.035     -22.354     -22.378     -21.747     -21.647     -25.888     -25.876     -25.902     -25.899     -25.895     -25.897     -28.358     -28.330     -28.297     -28.322     -28.315     -28.322     -30.564     -30.566     -30.564     -30.559     -30.564     -30.556     -32.876     -32.951     -32.906     -32.917     -32.874     -32.862
      1900.00    2.50    0.00    0.00       -20.932     -22.479     -25.273     -28.221     -30.856     -20.636     -20.707     -20.759     -20.836     -21.017     -21.114     -22.482     -22.465     -22.480     -22.481     -22.483     -22.483     -25.290     -25.278     -25.253     -25.274     -25.270     -25.274     -28.224     -28.230     -28.228     -28.217     -28.227     -28.211     -30.823     -30.961     -30.880     -30.898     -30.814     -30.782
      1900.00    3.00    0.00    0.00       -21.725     -23.637     -26.537     -29.169     -31.678     -21.379     -21.428     -21.533     -21.629     -21.812     -21.914     -23.639     -23.621     -23.638     -23.640     -23.643     -23.641     -26.554     -26.542     -26.517     -26.538     -26.534     -26.538     -29.170     -29.178     -29.175     -29.165     -29.174     -29.160     -31.648     -31.774     -31.698     -31.716     -31.639     -31.612
      1900.00    3.50    0.00    0.00       -22.097     -24.358     -27.249     -29.725     -32.108     -21.763     -21.765     -21.947     -22.044     -22.194     -22.292     -24.360     -24.341     -24.359     -24.361     -24.363     -24.362     -27.266     -27.254     -27.229     -27.251     -27.247     -27.250     -29.729     -29.736     -29.734     -29.724     -29.732     -29.719     -32.081     -32.195     -32.126     -32.144     -32.073     -32.049
      1900.00    4.00    0.00    0.00       -22.132     -24.503     -27.571     -29.870     -32.091     -21.796     -21.849     -21.989     -22.072     -22.295     -22.391     -24.506     -24.486     -24.503     -24.506     -24.509     -24.507     -27.588     -27.576     -27.551     -27.572     -27.568     -27.572     -29.873     -29.881     -29.880     -29.871     -29.876     -29.865     -32.062     -32.173     -32.108     -32.123     -32.057     -32.033
      1900.00    4.50    0.00    0.00       -22.231     -24.795     -27.949     -30.110     -32.257     -22.023     -21.804     -22.237     -22.316     -22.282     -22.317     -24.798     -24.778     -24.794     -24.797     -24.801     -24.799     -27.968     -27.953     -27.928     -27.950     -27.945     -27.949     -30.115     -30.123     -30.122     -30.115     -30.118     -30.110     -32.229     -32.331     -32.271     -32.284     -32.225     -32.204
      1900.00    5.00    0.00    0.00       -22.023     -25.071     -28.055     -30.223     -32.386     -22.040     -21.428     -22.290     -22.359     -21.973     -21.934     -25.073     -25.055     -25.073     -25.074     -25.076     -25.075     -28.080     -28.061     -28.032     -28.056     -28.050     -28.056     -30.233     -30.239     -30.239     -30.232     -30.235     -30.228     -32.360     -32.453     -32.399     -32.410     -32.357     -32.339
      1900.00    5.50    0.00    0.00       -21.812     -25.930     -28.393     -30.600     -32.950     -22.133     -21.118     -22.427     -22.453     -21.823     -21.724     -25.926     -25.913     -25.939     -25.936     -25.933     -25.934     -28.427     -28.400     -28.367     -28.392     -28.385     -28.392     -30.616     -30.619     -30.617     -30.612     -30.616     -30.608     -32.927     -33.003     -32.958     -32.969     -32.925     -32.912
      1950.00    5.00    0.00    0.00       -22.261     -25.228     -28.210     -30.401     -32.550     -22.227     -21.707     -22.469     -22.540     -22.230     -22.205     -25.230     -25.212     -25.230     -25.231     -25.234     -25.232     -28.233     -28.215     -28.187     -28.210     -28.205     -28.210     -30.409     -30.417     -30.416     -30.409     -30.412     -30.404     -32.523     -32.617     -32.563     -32.574     -32.521     -32.503
      1950.00    5.50    0.00    0.00       -21.929     -26.022     -28.495     -30.706     -33.125     -22.237     -21.247     -22.528     -22.555     -21.938     -21.844     -26.018     -26.004     -26.030     -26.027     -26.024     -26.026     -28.529     -28.502     -28.469     -28.495     -28.488     -28.494     -30.722     -30.725     -30.723     -30.718     -30.722     -30.714     -33.101     -33.183     -33.134     -33.146     -33.099     -33.085
      2000.00    2.50    0.00    0.00       -24.328     -25.600     -27.596     -30.422     -32.779     -24.256     -24.274     -24.298     -24.309     -24.363     -24.405     -25.603     -25.591     -25.601     -25.601     -25.602     -25.602     -27.610     -27.600     -27.577     -27.597     -27.594     -27.597     -30.426     -30.432     -30.429     -30.418     -30.428     -30.412     -32.748     -32.874     -32.800     -32.819     -32.741     -32.710
      2000.00    3.00    0.00    0.00       -22.656     -24.767     -27.326     -30.115     -32.504     -22.384     -22.451     -22.520     -22.589     -22.767     -22.850     -24.769     -24.752     -24.769     -24.770     -24.772     -24.771     -27.342     -27.331     -27.306     -27.328     -27.324     -27.327     -30.118     -30.126     -30.123     -30.113     -30.121     -30.106     -32.473     -32.596     -32.524     -32.542     -32.467     -32.438
      2000.00    3.50    0.00    0.00       -22.158     -24.019     -27.072     -29.936     -32.425     -21.822     -21.886     -22.003     -22.098     -22.295     -22.392     -24.021     -24.002     -24.020     -24.021     -24.024     -24.023     -27.089     -27.076     -27.051     -27.073     -27.069     -27.072     -29.940     -29.947     -29.945     -29.934     -29.943     -29.928     -32.393     -32.517     -32.445     -32.462     -32.387     -32.358
      2000.00    4.00    0.00    0.00       -22.461     -24.597     -27.816     -30.353     -32.769     -22.190     -22.135     -22.394     -22.479     -22.578     -22.652     -24.598     -24.579     -24.596     -24.598     -24.603     -24.601     -27.834     -27.821     -27.796     -27.817     -27.813     -27.817     -30.358     -30.366     -30.364     -30.355     -30.362     -30.349     -32.738     -32.861     -32.790     -32.806     -32.733     -32.705
      2000.00    4.50    0.00    0.00       -22.472     -24.856     -28.100     -30.466     -32.908     -22.274     -22.058     -22.492     -22.572     -22.533     -22.572     -24.858     -24.839     -24.856     -24.858     -24.863     -24.860     -28.119     -28.105     -28.079     -28.101     -28.097     -28.101     -30.473     -30.480     -30.479     -30.471     -30.476     -30.466     -32.876     -32.997     -32.928     -32.943     -32.872     -32.845
      2000.00    5.00    0.00    0.00       -22.270     -24.994     -28.208     -30.396     -32.522     -22.228     -21.719     -22.469     -22.541     -22.240     -22.217     -24.995     -24.977     -24.994     -24.996     -25.001     -24.998     -28.231     -28.213     -28.185     -28.208     -28.203     -28.208     -30.404     -30.412     -30.411     -30.404     -30.407     -30.399     -32.496     -32.588     -32.535     -32.546     -32.493     -32.475
      2000.00    5.50    0.00    0.00       -22.191     -25.710     -28.631     -30.886     -33.283     -22.434     -21.501     -22.718     -22.760     -22.166     -22.082     -25.706     -25.693     -25.716     -25.715     -25.715     -25.714     -28.661     -28.637     -28.605     -28.631     -28.624     -28.630     -30.901     -30.905     -30.903     -30.897     -30.901     -30.892     -33.259     -33.340     -33.292     -33.304     -33.257     -33.243
      2050.00    2.50    0.00    0.00       -24.674     -25.788     -27.353     -30.522     -32.899     -24.626     -24.637     -24.663     -24.667     -24.701     -24.739     -25.791     -25.783     -25.788     -25.789     -25.789     -25.789     -27.367     -27.358     -27.334     -27.355     -27.351     -27.354     -30.526     -30.533     -30.530     -30.519     -30.529     -30.512     -32.866     -32.993     -32.920     -32.938     -32.861     -32.829
      2050.00    3.00    0.00    0.00       -23.915     -25.800     -27.676     -30.609     -32.935     -23.809     -23.835     -23.870     -23.895     -23.974     -24.017     -25.801     -25.787     -25.803     -25.803     -25.803     -25.803     -27.689     -27.680     -27.656     -27.677     -27.673     -27.677     -30.613     -30.621     -30.618     -30.607     -30.616     -30.600     -32.905     -33.025     -32.955     -32.972     -32.899     -32.870
      2050.00    3.50    0.00    0.00       -22.638     -24.739     -27.463     -30.402     -32.787     -22.340     -22.411     -22.510     -22.592     -22.782     -22.868     -24.742     -24.723     -24.741     -24.742     -24.744     -24.743     -27.479     -27.468     -27.443     -27.464     -27.460     -27.464     -30.406     -30.414     -30.411     -30.401     -30.409     -30.394     -32.756     -32.876     -32.806     -32.823     -32.751     -32.723
      2050.00    4.00    0.00    0.00       -22.729     -25.283     -27.981     -30.630     -32.957     -22.492     -22.399     -22.688     -22.774     -22.817     -22.879     -25.285     -25.266     -25.284     -25.285     -25.288     -25.287     -27.997     -27.986     -27.961     -27.982     -27.978     -27.982     -30.636     -30.644     -30.642     -30.632     -30.639     -30.625     -32.928     -33.037     -32.973     -32.989     -32.923     -32.899
      2050.00    4.50    0.00    0.00       -22.685     -25.342     -28.276     -30.703     -33.024     -22.500     -22.256     -22.719     -22.803     -22.728     -22.765     -25.344     -25.325     -25.342     -25.344     -25.347     -25.346     -28.294     -28.281     -28.256     -28.277     -28.273     -28.277     -30.710     -30.718     -30.716     -30.707     -30.713     -30.701     -32.996     -33.099     -33.039     -33.054     -32.992     -32.971
      2050.00    5.00    0.00    0.00       -22.647     -25.629     -28.516     -30.841     -33.141     -22.599     -22.110     -22.839     -22.912     -22.621     -22.603     -25.630     -25.612     -25.630     -25.631     -25.634     -25.633     -28.537     -28.521     -28.495     -28.517     -28.512     -28.517     -30.850     -30.858     -30.856     -30.848     -30.853     -30.843     -33.113     -33.209     -33.153     -33.166     -33.110     -33.091
      2100.00    2.50    0.00    0.00       -25.122     -26.138     -27.558     -30.740     -33.056     -25.087     -25.093     -25.119     -25.120     -25.144     -25.179     -26.142     -26.135     -26.138     -26.139     -26.138     -26.139     -27.571     -27.562     -27.539     -27.560     -27.556     -27.559     -30.743     -30.751     -30.748     -30.737     -30.746     -30.729     -33.023     -33.148     -33.076     -33.094     -33.018     -32.986
      2100.00    3.00    0.00    0.00       -23.842     -25.620     -27.511     -30.626     -32.953     -23.730     -23.771     -23.796     -23.821     -23.916     -23.966     -25.622     -25.608     -25.623     -25.623     -25.624     -25.624     -27.525     -27.515     -27.492     -27.512     -27.509     -27.512     -30.629     -30.638     -30.635     -30.624     -30.632     -30.617     -32.922     -33.042     -32.972     -32.989     -32.917     -32.887
      2100.00    3.50    0.00    0.00       -23.310     -25.698     -28.001     -30.869     -33.131     -23.086     -23.131     -23.223     -23.285     -23.429     -23.496     -25.699     -25.682     -25.700     -25.701     -25.702     -25.702     -28.015     -28.005     -27.981     -28.002     -27.998     -28.002     -30.873     -30.881     -30.879     -30.868     -30.876     -30.861     -33.102     -33.214     -33.149     -33.166     -33.097     -33.070
      2100.00    4.00    0.00    0.00       -23.125     -25.964     -28.360     -31.011     -33.263     -22.927     -22.805     -23.117     -23.194     -23.193     -23.240     -25.965     -25.947     -25.966     -25.967     -25.969     -25.968     -28.375     -28.365     -28.341     -28.362     -28.358     -28.361     -31.018     -31.026     -31.024     -31.014     -31.020     -31.007     -33.236     -33.341     -33.279     -33.295     -33.231     -33.207
      2100.00    4.50    0.00    0.00       -22.788     -25.068     -28.227     -30.870     -33.299     -22.591     -22.431     -22.810     -22.890     -22.884     -22.933     -25.070     -25.051     -25.068     -25.070     -25.075     -25.072     -28.244     -28.232     -28.206     -28.228     -28.224     -28.228     -30.877     -30.885     -30.883     -30.874     -30.880     -30.868     -33.268     -33.383     -33.318     -33.333     -33.265     -33.239
      2100.00    5.00    0.00    0.00       -22.748     -25.545     -28.622     -30.993     -33.317     -22.715     -22.199     -22.957     -23.032     -22.714     -22.692     -25.546     -25.528     -25.545     -25.547     -25.551     -25.549     -28.643     -28.627     -28.599     -28.623     -28.618     -28.623     -31.003     -31.011     -31.009     -31.001     -31.006     -30.995     -33.290     -33.385     -33.329     -33.343     -33.287     -33.268
      2100.00    5.50    0.00    0.00       -22.185     -26.200     -28.676     -31.008     -33.614     -22.468     -21.482     -22.759     -22.796     -22.170     -22.077     -26.197     -26.183     -26.208     -26.206     -26.203     -26.204     -28.707     -28.683     -28.650     -28.676     -28.670     -28.676     -31.024     -31.028     -31.026     -31.018     -31.024     -31.014     -33.589     -33.675     -33.623     -33.636     -33.585     -33.571
      2150.00    2.50    0.00    0.00       -25.428     -26.426     -27.401     -30.901     -33.185     -25.401     -25.404     -25.433     -25.431     -25.446     -25.482     -26.430     -26.425     -26.424     -26.426     -26.425     -26.426     -27.413     -27.404     -27.382     -27.402     -27.398     -27.401     -30.903     -30.912     -30.909     -30.898     -30.906     -30.890     -33.152     -33.274     -33.205     -33.222     -33.149     -33.117
      2150.00    3.00    0.00    0.00       -24.690     -26.298     -27.647     -30.992     -33.249     -24.631     -24.653     -24.677     -24.686     -24.740     -24.778     -26.299     -26.288     -26.300     -26.300     -26.300     -26.300     -27.659     -27.650     -27.627     -27.648     -27.644     -27.647     -30.995     -31.004     -31.001     -30.990     -30.998     -30.982     -33.217     -33.334     -33.267     -33.284     -33.213     -33.184
      2150.00    3.50    0.00    0.00       -24.011     -26.320     -28.145     -31.211     -33.400     -23.878     -23.919     -23.970     -24.005     -24.112     -24.160     -26.321     -26.305     -26.324     -26.324     -26.324     -26.324     -28.158     -28.149     -28.126     -28.146     -28.143     -28.146     -31.214     -31.223     -31.221     -31.210     -31.217     -31.202     -33.371     -33.480     -33.417     -33.433     -33.367     -33.341
      2150.00    4.00    0.00    0.00       -23.414     -26.119     -28.328     -31.256     -33.469     -23.229     -23.202     -23.396     -23.461     -23.534     -23.584     -26.120     -26.103     -26.122     -26.122     -26.124     -26.123     -28.342     -28.332     -28.308     -28.329     -28.326     -28.329     -31.261     -31.270     -31.268     -31.258     -31.264     -31.250     -33.440     -33.545     -33.485     -33.500     -33.437     -33.412
      2150.00    4.50    0.00    0.00       -23.065     -25.809     -28.431     -31.148     -33.417     -22.887     -22.718     -23.100     -23.181     -23.152     -23.196     -25.811     -25.792     -25.811     -25.812     -25.814     -25.813     -28.447     -28.435     -28.411     -28.432     -28.428     -28.432     -31.154     -31.163     -31.161     -31.152     -31.157     -31.144     -33.389     -33.489     -33.431     -33.446     -33.386     -33.364
      2150.00    5.00    0.00    0.00       -22.958     -25.853     -28.692     -31.154     -33.440     -22.869     -22.470     -23.103     -23.181     -22.963     -22.965     -25.855     -25.836     -25.854     -25.855     -25.858     -25.857     -28.711     -28.697     -28.671     -28.693     -28.689     -28.693     -31.163     -31.171     -31.169     -31.161     -31.165     -31.154     -33.414     -33.506     -33.452     -33.465     -33.411     -33.393
      2200.00    2.50    0.00    0.00       -25.956     -26.888     -27.743     -31.262     -33.459     -25.934     -25.934     -25.964     -25.961     -25.970     -26.005     -26.892     -26.889     -26.886     -26.888     -26.887     -26.888     -27.755     -27.747     -27.724     -27.744     -27.741     -27.744     -31.264     -31.273     -31.271     -31.259     -31.268     -31.251     -33.428     -33.545     -33.479     -33.495     -33.424     -33.394
      2200.00    3.00    0.00    0.00       -25.209     -26.746     -27.973     -31.346     -33.496     -25.161     -25.182     -25.203     -25.209     -25.256     -25.293     -26.748     -26.738     -26.748     -26.748     -26.748     -26.749     -27.985     -27.977     -27.954     -27.974     -27.971     -27.974     -31.348     -31.357     -31.355     -31.344     -31.351     -31.336     -33.466     -33.578     -33.514     -33.530     -33.463     -33.435
      2200.00    3.50    0.00    0.00       -24.335     -26.686     -28.333     -31.448     -33.557     -24.220     -24.269     -24.306     -24.333     -24.443     -24.490     -26.687     -26.671     -26.690     -26.689     -26.690     -26.690     -28.346     -28.337     -28.315     -28.335     -28.331     -28.334     -31.450     -31.460     -31.458     -31.447     -31.454     -31.439     -33.528     -33.634     -33.574     -33.589     -33.525     -33.499
      2200.00    4.00    0.00    0.00       -23.785     -26.575     -28.535     -31.485     -33.623     -23.632     -23.624     -23.776     -23.828     -23.906     -23.949     -26.576     -26.559     -26.578     -26.579     -26.579     -26.579     -28.548     -28.539     -28.516     -28.536     -28.532     -28.536     -31.489     -31.499     -31.497     -31.486     -31.492     -31.478     -33.595     -33.697     -33.639     -33.654     -33.592     -33.568
      2200.00    4.50    0.00    0.00       -23.119     -25.264     -28.371     -31.279     -33.615     -22.923     -22.837     -23.145     -23.221     -23.269     -23.325     -25.265     -25.246     -25.263     -25.265     -25.270     -25.268     -28.387     -28.375     -28.349     -28.372     -28.368     -28.371     -31.284     -31.293     -31.291     -31.282     -31.287     -31.274     -33.586     -33.695     -33.633     -33.648     -33.584     -33.558
      2200.00    5.00    0.00    0.00       -23.093     -25.443     -28.632     -31.276     -33.584     -22.946     -22.683     -23.173     -23.256     -23.157     -23.192     -25.445     -25.426     -25.442     -25.445     -25.450     -25.447     -28.649     -28.637     -28.611     -28.633     -28.629     -28.633     -31.283     -31.292     -31.290     -31.281     -31.286     -31.274     -33.557     -33.650     -33.596     -33.609     -33.554     -33.536
